,Time,PRICE,SIZE,BID_PRICE1,ASK_PRICE1,BID_SIZE1,ASK_SIZE1,Type
30397,2023-03-16 15:22:23.166020,,,158.93,158.94,23,648,Glass
9018,2023-03-16 15:22:23.166020,158.94,4,,,,,Deal
30398,2023-03-16 15:22:23.837361,,,158.93,158.94,25,80,Glass
9019,2023-03-16 15:22:26.286964,158.94,2,,,,,Deal
30399,2023-03-16 15:22:26.286964,,,158.93,158.94,25,78,Glass
30400,2023-03-16 15:22:28.570283,,,158.93,158.94,25,215,Glass
9020,2023-03-16 15:22:28.934317,158.93,23,,,,,Deal
30401,2023-03-16 15:22:29.109409,,,158.91,158.93,745,74,Glass
9021,2023-03-16 15:22:29.465648,158.93,6,,,,,Deal
30402,2023-03-16 15:22:29.921181,,,158.92,158.93,613,89,Glass
9022,2023-03-16 15:22:30.399679,158.93,68,,,,,Deal
9023,2023-03-16 15:22:31.193475,158.94,1,,,,,Deal
30403,2023-03-16 15:22:31.193475,,,158.92,158.94,613,199,Glass
30404,2023-03-16 15:22:31.720826,,,158.93,158.94,500,23,Glass
30405,2023-03-16 15:22:32.378000,,,158.93,158.95,505,901,Glass
9024,2023-03-16 15:22:32.576789,158.95,10,,,,,Deal
30406,2023-03-16 15:22:32.902192,,,158.94,158.95,1,891,Glass
9025,2023-03-16 15:22:33.100487,158.94,1,,,,,Deal
30407,2023-03-16 15:22:33.557362,,,158.93,158.95,505,891,Glass
9026,2023-03-16 15:22:33.637748,158.95,10,,,,,Deal
30408,2023-03-16 15:22:34.350368,,,158.93,158.94,14,18,Glass
30409,2023-03-16 15:22:35.235583,,,158.93,158.94,14,22,Glass
30410,2023-03-16 15:22:36.613835,,,158.92,158.94,19,104,Glass
9027,2023-03-16 15:22:36.613835,158.93,5,,,,,Deal
30411,2023-03-16 15:22:37.261163,,,158.91,158.92,56,18,Glass
9028,2023-03-16 15:22:37.668638,158.91,54,,,,,Deal
30412,2023-03-16 15:22:37.808774,,,158.9,158.92,919,82,Glass
30413,2023-03-16 15:22:38.612551,,,158.9,158.92,919,174,Glass
9029,2023-03-16 15:22:38.658196,158.9,73,,,,,Deal
30414,2023-03-16 15:22:40.416751,,,158.9,158.91,852,18,Glass
30415,2023-03-16 15:22:43.089813,,,158.9,158.91,852,28,Glass
9030,2023-03-16 15:22:43.144583,158.91,2,,,,,Deal
30416,2023-03-16 15:22:43.615855,,,158.9,158.91,852,102,Glass
9031,2023-03-16 15:22:44.152759,158.91,1,,,,,Deal
30417,2023-03-16 15:22:44.152759,,,158.9,158.91,852,201,Glass
9032,2023-03-16 15:22:44.807847,158.91,6,,,,,Deal
30418,2023-03-16 15:22:44.807847,,,158.9,158.91,767,195,Glass
30419,2023-03-16 15:22:45.599289,,,158.9,158.91,767,350,Glass
30420,2023-03-16 15:22:46.977393,,,158.9,158.91,740,350,Glass
9033,2023-03-16 15:22:46.977393,158.9,27,,,,,Deal
30421,2023-03-16 15:22:47.555306,,,158.9,158.91,667,349,Glass
9034,2023-03-16 15:22:47.555306,158.91,1,,,,,Deal
30422,2023-03-16 15:22:48.467515,,,158.91,158.92,613,734,Glass
9035,2023-03-16 15:22:48.731396,158.92,1,,,,,Deal
9036,2023-03-16 15:22:49.798959,158.92,28,,,,,Deal
30423,2023-03-16 15:22:49.798959,,,158.91,158.92,8,84,Glass
9037,2023-03-16 15:22:50.887301,158.92,60,,,,,Deal
30424,2023-03-16 15:22:50.887301,,,158.91,158.92,8,21,Glass
30425,2023-03-16 15:22:52.734444,,,158.91,158.93,8,1064,Glass
30426,2023-03-16 15:22:53.610751,,,158.91,158.93,8,1064,Glass
9038,2023-03-16 15:22:53.740456,158.91,8,,,,,Deal
30427,2023-03-16 15:22:54.246195,,,158.91,158.93,109,320,Glass
9039,2023-03-16 15:22:54.246195,158.93,5,,,,,Deal
9040,2023-03-16 15:22:54.852417,158.93,6,,,,,Deal
30428,2023-03-16 15:22:54.852417,,,158.92,158.93,100,114,Glass
9041,2023-03-16 15:22:55.532390,158.93,2,,,,,Deal
30429,2023-03-16 15:22:55.532390,,,158.92,158.93,100,112,Glass
30430,2023-03-16 15:22:58.173890,,,158.92,158.93,100,106,Glass
9042,2023-03-16 15:22:58.173890,158.93,6,,,,,Deal
30431,2023-03-16 15:22:58.750369,,,158.92,158.93,100,104,Glass
9043,2023-03-16 15:22:58.750369,158.93,1,,,,,Deal
30432,2023-03-16 15:22:59.499969,,,158.92,158.93,100,241,Glass
9044,2023-03-16 15:22:59.499969,158.93,4,,,,,Deal
30433,2023-03-16 15:23:01.016579,,,158.93,158.94,832,858,Glass
9045,2023-03-16 15:23:01.016579,158.93,12,,,,,Deal
30434,2023-03-16 15:23:01.906259,,,158.93,158.94,860,858,Glass
9046,2023-03-16 15:23:02.443650,158.94,65,,,,,Deal
30435,2023-03-16 15:23:02.443650,,,158.93,158.94,860,793,Glass
30436,2023-03-16 15:23:03.304990,,,158.93,158.94,860,792,Glass
9047,2023-03-16 15:23:03.304990,158.94,1,,,,,Deal
30437,2023-03-16 15:23:03.829198,,,158.93,158.94,263,124,Glass
9048,2023-03-16 15:23:03.936883,158.93,4,,,,,Deal
30438,2023-03-16 15:23:04.584932,,,158.93,158.94,243,124,Glass
30439,2023-03-16 15:23:05.465825,,,158.93,158.95,243,1122,Glass
9049,2023-03-16 15:23:05.465825,158.94,124,,,,,Deal
30440,2023-03-16 15:23:08.608153,,,158.94,158.95,23,50,Glass
30441,2023-03-16 15:23:09.686875,,,158.94,158.95,23,83,Glass
30442,2023-03-16 15:23:12.407419,,,158.94,158.95,23,224,Glass
30443,2023-03-16 15:23:13.607856,,,158.94,158.95,23,83,Glass
9050,2023-03-16 15:23:13.807161,158.94,23,,,,,Deal
30444,2023-03-16 15:23:15.420731,,,158.94,158.95,8,424,Glass
30445,2023-03-16 15:23:18.330073,,,158.93,158.95,565,224,Glass
9051,2023-03-16 15:23:18.330073,158.94,8,,,,,Deal
30446,2023-03-16 15:23:18.945432,,,158.93,158.95,580,283,Glass
30447,2023-03-16 15:23:19.546712,,,158.93,158.95,5,114,Glass
9052,2023-03-16 15:23:20.931526,158.95,7,,,,,Deal
30448,2023-03-16 15:23:20.931526,,,158.93,158.95,5,107,Glass
30449,2023-03-16 15:23:21.782467,,,158.93,158.96,105,1197,Glass
9053,2023-03-16 15:23:21.782467,158.96,10,,,,,Deal
30450,2023-03-16 15:23:22.790653,,,158.93,158.96,102,1197,Glass
9054,2023-03-16 15:23:22.790653,158.93,3,,,,,Deal
30451,2023-03-16 15:23:23.606523,,,158.94,158.96,29,1197,Glass
9055,2023-03-16 15:23:23.792380,158.94,29,,,,,Deal
30452,2023-03-16 15:23:24.962865,,,158.93,158.95,13,197,Glass
9056,2023-03-16 15:23:24.962865,158.95,3,,,,,Deal
30453,2023-03-16 15:23:25.993628,,,158.93,158.95,14,200,Glass
9057,2023-03-16 15:23:26.042878,158.95,1,,,,,Deal
30454,2023-03-16 15:23:26.880369,,,158.94,158.95,600,140,Glass
9058,2023-03-16 15:23:26.880369,158.95,1,,,,,Deal
30455,2023-03-16 15:23:27.718984,,,158.94,158.95,600,125,Glass
9059,2023-03-16 15:23:27.718984,158.95,15,,,,,Deal
30456,2023-03-16 15:23:28.614670,,,158.94,158.95,600,243,Glass
30457,2023-03-16 15:23:29.280751,,,158.94,158.95,100,243,Glass
9060,2023-03-16 15:23:29.280751,158.94,500,,,,,Deal
9061,2023-03-16 15:23:30.315810,158.91,13,,,,,Deal
30458,2023-03-16 15:23:30.315810,,,158.91,158.94,1213,341,Glass
30459,2023-03-16 15:23:31.922342,,,158.91,158.94,1213,339,Glass
9062,2023-03-16 15:23:31.922342,158.94,2,,,,,Deal
30460,2023-03-16 15:23:32.520076,,,158.93,158.94,5,341,Glass
30461,2023-03-16 15:23:33.612910,,,158.93,158.94,5,250,Glass
9063,2023-03-16 15:23:34.058507,158.93,5,,,,,Deal
30462,2023-03-16 15:23:35.222809,,,158.91,158.93,1217,141,Glass
30463,2023-03-16 15:23:36.024559,,,158.92,158.93,10,141,Glass
9064,2023-03-16 15:23:37.837771,158.92,10,,,,,Deal
30464,2023-03-16 15:23:37.837771,,,158.92,158.93,23,141,Glass
30465,2023-03-16 15:23:38.613135,,,158.92,158.93,13,242,Glass
30466,2023-03-16 15:23:39.297983,,,158.91,158.93,1217,268,Glass
9065,2023-03-16 15:23:39.297983,158.92,13,,,,,Deal
30467,2023-03-16 15:23:40.416824,,,158.91,158.93,1129,241,Glass
9066,2023-03-16 15:23:40.416824,158.93,1,,,,,Deal
30468,2023-03-16 15:23:41.936972,,,158.91,158.92,108,201,Glass
30469,2023-03-16 15:23:43.613548,,,158.91,158.92,108,297,Glass
9067,2023-03-16 15:23:44.582508,158.91,96,,,,,Deal
30470,2023-03-16 15:23:44.582508,,,158.91,158.92,12,297,Glass
30471,2023-03-16 15:23:46.229272,,,158.91,158.92,8,296,Glass
9068,2023-03-16 15:23:46.229272,158.92,1,,,,,Deal
9069,2023-03-16 15:23:46.915463,158.92,1,,,,,Deal
30472,2023-03-16 15:23:46.915463,,,158.91,158.92,8,295,Glass
30473,2023-03-16 15:23:48.102618,,,158.91,158.92,3,295,Glass
9070,2023-03-16 15:23:48.102618,158.91,5,,,,,Deal
30474,2023-03-16 15:23:48.612584,,,158.91,158.92,3,193,Glass
30475,2023-03-16 15:23:49.246030,,,158.91,158.92,53,232,Glass
9071,2023-03-16 15:23:49.610481,158.91,3,,,,,Deal
9072,2023-03-16 15:23:50.929867,158.92,141,,,,,Deal
30476,2023-03-16 15:23:50.929867,,,158.91,158.92,40,91,Glass
30477,2023-03-16 15:23:51.449387,,,158.91,158.92,40,179,Glass
9073,2023-03-16 15:23:51.449387,158.92,1,,,,,Deal
9074,2023-03-16 15:23:52.338104,158.92,1,,,,,Deal
30478,2023-03-16 15:23:52.338104,,,158.91,158.92,40,177,Glass
30479,2023-03-16 15:23:53.611185,,,158.91,158.92,49,177,Glass
30480,2023-03-16 15:23:54.321077,,,158.91,158.92,240,277,Glass
9075,2023-03-16 15:23:54.403049,158.92,1,,,,,Deal
30481,2023-03-16 15:23:55.107702,,,158.91,158.92,146,276,Glass
9076,2023-03-16 15:23:55.107702,158.91,8,,,,,Deal
30482,2023-03-16 15:23:58.342493,,,158.91,158.92,246,261,Glass
9077,2023-03-16 15:23:58.342493,158.92,15,,,,,Deal
30483,2023-03-16 15:23:58.903616,,,158.91,158.92,161,261,Glass
9078,2023-03-16 15:23:58.903616,158.91,85,,,,,Deal
30484,2023-03-16 15:23:59.454835,,,158.91,158.92,161,258,Glass
9079,2023-03-16 15:23:59.454835,158.92,3,,,,,Deal
30485,2023-03-16 15:24:00.066101,,,158.91,158.92,171,258,Glass
9080,2023-03-16 15:24:01.577955,158.92,13,,,,,Deal
30486,2023-03-16 15:24:01.577955,,,158.91,158.92,171,245,Glass
30487,2023-03-16 15:24:03.405310,,,158.91,158.92,171,241,Glass
9081,2023-03-16 15:24:03.405310,158.92,4,,,,,Deal
30488,2023-03-16 15:24:04.518391,,,158.91,158.92,89,182,Glass
9082,2023-03-16 15:24:04.518391,158.92,129,,,,,Deal
30489,2023-03-16 15:24:05.131970,,,158.91,158.92,93,12,Glass
9083,2023-03-16 15:24:05.472087,158.92,10,,,,,Deal
30490,2023-03-16 15:24:05.777236,,,158.91,158.92,98,2,Glass
9084,2023-03-16 15:24:06.126824,158.91,1,,,,,Deal
30491,2023-03-16 15:24:07.451783,,,158.91,158.92,95,2,Glass
9085,2023-03-16 15:24:07.451783,158.91,2,,,,,Deal
30492,2023-03-16 15:24:08.570918,,,158.91,158.92,95,1,Glass
9086,2023-03-16 15:24:08.570918,158.92,1,,,,,Deal
30493,2023-03-16 15:24:09.223719,,,158.91,158.92,15,67,Glass
9087,2023-03-16 15:24:09.223719,158.91,76,,,,,Deal
30494,2023-03-16 15:24:10.399481,,,158.91,158.92,15,64,Glass
9088,2023-03-16 15:24:10.399481,158.92,3,,,,,Deal
9089,2023-03-16 15:24:11.102731,158.92,5,,,,,Deal
30495,2023-03-16 15:24:11.102731,,,158.91,158.92,15,59,Glass
30496,2023-03-16 15:24:13.612011,,,158.91,158.92,27,59,Glass
9090,2023-03-16 15:24:13.776708,158.91,10,,,,,Deal
30497,2023-03-16 15:24:14.233060,,,158.9,158.92,1040,34,Glass
9091,2023-03-16 15:24:15.725086,158.9,18,,,,,Deal
30498,2023-03-16 15:24:15.725086,,,158.9,158.92,1022,34,Glass
30499,2023-03-16 15:24:18.614958,,,158.9,158.91,57,114,Glass
9092,2023-03-16 15:24:18.663630,158.9,2,,,,,Deal
9093,2023-03-16 15:24:19.968272,158.89,11,,,,,Deal
30500,2023-03-16 15:24:19.968272,,,158.89,158.9,175,28,Glass
9094,2023-03-16 15:24:20.643550,158.91,10,,,,,Deal
30501,2023-03-16 15:24:20.643550,,,158.9,158.91,25,296,Glass
30502,2023-03-16 15:24:21.493943,,,158.91,158.92,5,365,Glass
30503,2023-03-16 15:24:22.102874,,,158.91,158.92,5,356,Glass
9095,2023-03-16 15:24:22.102874,158.92,9,,,,,Deal
30504,2023-03-16 15:24:23.608379,,,158.91,158.92,5,1,Glass
9096,2023-03-16 15:24:23.610476,158.92,1,,,,,Deal
30505,2023-03-16 15:24:25.019122,,,158.91,158.92,18,63,Glass
9097,2023-03-16 15:24:25.171691,158.92,1,,,,,Deal
30506,2023-03-16 15:24:26.426169,,,158.91,158.92,6,203,Glass
30507,2023-03-16 15:24:28.611524,,,158.91,158.92,6,141,Glass
9098,2023-03-16 15:24:29.042020,158.91,5,,,,,Deal
30508,2023-03-16 15:24:30.304922,,,158.89,158.92,112,410,Glass
30509,2023-03-16 15:24:30.914705,,,158.89,158.91,112,149,Glass
30510,2023-03-16 15:24:31.800074,,,158.89,158.9,112,149,Glass
30511,2023-03-16 15:24:33.613686,,,158.89,158.9,112,208,Glass
9099,2023-03-16 15:24:34.480228,158.89,11,,,,,Deal
30512,2023-03-16 15:24:34.480228,,,158.89,158.9,101,208,Glass
9100,2023-03-16 15:24:35.344240,158.9,8,,,,,Deal
30513,2023-03-16 15:24:35.344240,,,158.89,158.9,53,205,Glass
9101,2023-03-16 15:24:35.997397,158.9,1,,,,,Deal
30514,2023-03-16 15:24:35.997397,,,158.89,158.9,53,202,Glass
9102,2023-03-16 15:24:37.359838,158.9,1,,,,,Deal
30515,2023-03-16 15:24:37.359838,,,158.89,158.9,203,196,Glass
9103,2023-03-16 15:24:38.199443,158.89,10,,,,,Deal
30516,2023-03-16 15:24:38.199443,,,158.89,158.9,193,196,Glass
9104,2023-03-16 15:24:39.405325,158.9,5,,,,,Deal
30517,2023-03-16 15:24:39.405325,,,158.89,158.9,193,190,Glass
9105,2023-03-16 15:24:41.340802,158.9,7,,,,,Deal
30518,2023-03-16 15:24:41.340802,,,158.89,158.9,134,183,Glass
30519,2023-03-16 15:24:43.260595,,,158.89,158.9,334,183,Glass
9106,2023-03-16 15:24:44.298395,158.89,61,,,,,Deal
30520,2023-03-16 15:24:44.298395,,,158.89,158.9,273,185,Glass
9107,2023-03-16 15:24:45.533050,158.89,25,,,,,Deal
30521,2023-03-16 15:24:45.533050,,,158.89,158.9,268,185,Glass
30522,2023-03-16 15:24:48.420996,,,158.89,158.9,268,187,Glass
30523,2023-03-16 15:24:49.074698,,,158.89,158.9,220,204,Glass
9108,2023-03-16 15:24:49.074698,158.89,48,,,,,Deal
30524,2023-03-16 15:24:49.961475,,,158.87,158.89,12,341,Glass
9109,2023-03-16 15:24:49.986771,158.89,4,,,,,Deal
30525,2023-03-16 15:24:50.592556,,,158.88,158.89,12,337,Glass
9110,2023-03-16 15:24:50.632656,158.89,125,,,,,Deal
30526,2023-03-16 15:24:51.117279,,,158.87,158.89,19,41,Glass
9111,2023-03-16 15:24:51.289798,158.86,10,,,,,Deal
30527,2023-03-16 15:24:51.986381,,,158.87,158.89,11,241,Glass
9112,2023-03-16 15:24:52.469319,158.89,1,,,,,Deal
30528,2023-03-16 15:24:52.802790,,,158.87,158.89,400,240,Glass
30529,2023-03-16 15:24:53.606006,,,158.87,158.88,417,23,Glass
9113,2023-03-16 15:24:54.084816,158.87,62,,,,,Deal
30530,2023-03-16 15:24:54.160518,,,158.87,158.88,200,85,Glass
9114,2023-03-16 15:24:54.981617,158.88,5,,,,,Deal
30531,2023-03-16 15:24:54.981617,,,158.88,158.89,568,476,Glass
30532,2023-03-16 15:24:56.284735,,,158.88,158.89,569,474,Glass
30533,2023-03-16 15:24:57.236115,,,158.88,158.89,569,473,Glass
9115,2023-03-16 15:24:57.236115,158.89,1,,,,,Deal
30534,2023-03-16 15:24:58.194631,,,158.88,158.89,520,564,Glass
30535,2023-03-16 15:25:01.000593,,,158.88,158.89,520,262,Glass
9116,2023-03-16 15:25:01.202691,158.88,1,,,,,Deal
30536,2023-03-16 15:25:03.606970,,,158.88,158.89,537,262,Glass
30537,2023-03-16 15:25:04.234567,,,158.88,158.89,444,266,Glass
9117,2023-03-16 15:25:04.234567,158.88,75,,,,,Deal
30538,2023-03-16 15:25:06.399914,,,158.88,158.89,271,266,Glass
9118,2023-03-16 15:25:06.399914,158.88,173,,,,,Deal
30539,2023-03-16 15:25:07.256797,,,158.88,158.89,271,261,Glass
9119,2023-03-16 15:25:07.256797,158.89,5,,,,,Deal
30540,2023-03-16 15:25:08.634621,,,158.88,158.89,196,254,Glass
9120,2023-03-16 15:25:08.634621,158.88,75,,,,,Deal
30541,2023-03-16 15:25:09.408279,,,158.88,158.89,206,246,Glass
30542,2023-03-16 15:25:10.568711,,,158.88,158.89,207,246,Glass
9121,2023-03-16 15:25:11.831037,158.89,1,,,,,Deal
30543,2023-03-16 15:25:11.831037,,,158.88,158.89,227,245,Glass
30544,2023-03-16 15:25:12.336326,,,158.9,158.91,1130,1084,Glass
30545,2023-03-16 15:25:13.610110,,,158.9,158.91,1130,609,Glass
9122,2023-03-16 15:25:13.618504,158.91,99,,,,,Deal
9123,2023-03-16 15:25:16.893996,158.92,1,,,,,Deal
30546,2023-03-16 15:25:16.893996,,,158.9,158.92,1075,808,Glass
30547,2023-03-16 15:25:18.612601,,,158.91,158.93,14,112,Glass
9124,2023-03-16 15:25:19.321481,158.92,3,,,,,Deal
30548,2023-03-16 15:25:19.321481,,,158.91,158.92,14,96,Glass
9125,2023-03-16 15:25:21.031493,158.92,96,,,,,Deal
30549,2023-03-16 15:25:21.031493,,,158.91,158.93,37,877,Glass
9126,2023-03-16 15:25:22.630854,158.93,5,,,,,Deal
30550,2023-03-16 15:25:22.630854,,,158.92,158.93,20,773,Glass
30551,2023-03-16 15:25:23.606326,,,158.92,158.93,20,661,Glass
9127,2023-03-16 15:25:23.739404,158.92,1,,,,,Deal
30552,2023-03-16 15:25:25.758403,,,158.92,158.93,19,358,Glass
30553,2023-03-16 15:25:27.179117,,,158.92,158.93,20,358,Glass
30554,2023-03-16 15:25:28.387540,,,158.92,158.93,1,358,Glass
9128,2023-03-16 15:25:28.790296,158.92,1,,,,,Deal
30555,2023-03-16 15:25:28.962779,,,158.91,158.93,5,333,Glass
30556,2023-03-16 15:25:30.364549,,,158.91,158.93,5,333,Glass
30557,2023-03-16 15:25:31.001245,,,158.92,158.93,4,333,Glass
9129,2023-03-16 15:25:31.278855,158.93,61,,,,,Deal
30558,2023-03-16 15:25:31.673134,,,158.92,158.93,5,272,Glass
30559,2023-03-16 15:25:32.963720,,,158.92,158.93,6,270,Glass
9130,2023-03-16 15:25:32.963720,158.93,2,,,,,Deal
30560,2023-03-16 15:25:33.483193,,,158.92,158.93,6,263,Glass
9131,2023-03-16 15:25:33.483193,158.93,7,,,,,Deal
9132,2023-03-16 15:25:34.259051,158.93,50,,,,,Deal
30561,2023-03-16 15:25:34.259051,,,158.92,158.93,6,223,Glass
9133,2023-03-16 15:25:36.584782,158.92,5,,,,,Deal
30562,2023-03-16 15:25:36.584782,,,158.92,158.93,3,223,Glass
30563,2023-03-16 15:25:37.536423,,,158.91,158.93,12,223,Glass
9134,2023-03-16 15:25:37.536423,158.92,3,,,,,Deal
30564,2023-03-16 15:25:38.196736,,,158.9,158.93,989,223,Glass
30565,2023-03-16 15:25:38.794214,,,158.92,158.93,25,218,Glass
9135,2023-03-16 15:25:39.260371,158.92,24,,,,,Deal
30566,2023-03-16 15:25:39.489637,,,158.91,158.93,555,218,Glass
9136,2023-03-16 15:25:39.865540,158.93,8,,,,,Deal
30567,2023-03-16 15:25:40.412615,,,158.91,158.93,456,210,Glass
9137,2023-03-16 15:25:40.412615,158.91,100,,,,,Deal
30568,2023-03-16 15:25:41.955283,,,158.91,158.93,5,210,Glass
9138,2023-03-16 15:25:42.973535,158.93,1,,,,,Deal
30569,2023-03-16 15:25:42.973535,,,158.91,158.93,6,222,Glass
30570,2023-03-16 15:25:43.608791,,,158.91,158.93,15,222,Glass
30571,2023-03-16 15:25:44.421645,,,158.91,158.93,12,204,Glass
9139,2023-03-16 15:25:44.457816,158.91,3,,,,,Deal
30572,2023-03-16 15:25:46.476439,,,158.9,158.92,919,84,Glass
9140,2023-03-16 15:25:46.477249,158.92,84,,,,,Deal
9141,2023-03-16 15:25:47.005952,158.93,1,,,,,Deal
30573,2023-03-16 15:25:47.005952,,,158.9,158.93,919,515,Glass
9142,2023-03-16 15:25:47.763604,158.93,2,,,,,Deal
30574,2023-03-16 15:25:47.763604,,,158.9,158.93,1023,515,Glass
30575,2023-03-16 15:25:48.613763,,,158.9,158.93,1023,526,Glass
9143,2023-03-16 15:25:48.890334,158.9,95,,,,,Deal
30576,2023-03-16 15:25:49.308371,,,158.9,158.93,929,526,Glass
30577,2023-03-16 15:25:50.785650,,,158.9,158.93,933,504,Glass
9144,2023-03-16 15:25:51.039921,158.93,82,,,,,Deal
30578,2023-03-16 15:25:51.785030,,,158.92,158.93,18,17,Glass
30579,2023-03-16 15:25:53.422086,,,158.92,158.93,18,9,Glass
9145,2023-03-16 15:25:53.422086,158.93,8,,,,,Deal
30580,2023-03-16 15:25:54.053235,,,158.92,158.93,19,77,Glass
9146,2023-03-16 15:25:54.088612,158.92,18,,,,,Deal
30581,2023-03-16 15:25:54.813796,,,158.92,158.93,7,81,Glass
30582,2023-03-16 15:25:55.661769,,,158.92,158.93,7,78,Glass
9147,2023-03-16 15:25:55.661769,158.93,3,,,,,Deal
30583,2023-03-16 15:25:56.651515,,,158.92,158.93,7,72,Glass
9148,2023-03-16 15:25:56.653292,158.92,4,,,,,Deal
30584,2023-03-16 15:25:57.641955,,,158.92,158.93,3,82,Glass
30585,2023-03-16 15:25:58.205208,,,158.92,158.93,3,162,Glass
30586,2023-03-16 15:25:59.296622,,,158.91,158.93,418,159,Glass
9149,2023-03-16 15:25:59.296622,158.91,81,,,,,Deal
9150,2023-03-16 15:26:01.959025,158.93,6,,,,,Deal
30587,2023-03-16 15:26:01.959025,,,158.9,158.93,1331,353,Glass
30588,2023-03-16 15:26:02.897901,,,158.9,158.92,1331,1,Glass
30589,2023-03-16 15:26:03.618961,,,158.9,158.92,1331,93,Glass
9151,2023-03-16 15:26:04.119762,158.9,92,,,,,Deal
30590,2023-03-16 15:26:04.119762,,,158.9,158.92,1239,93,Glass
9152,2023-03-16 15:26:07.590849,158.91,1,,,,,Deal
30591,2023-03-16 15:26:07.590849,,,158.9,158.91,1239,30,Glass
30592,2023-03-16 15:26:08.615756,,,158.9,158.91,1244,131,Glass
9153,2023-03-16 15:26:09.171168,158.91,10,,,,,Deal
30593,2023-03-16 15:26:09.171168,,,158.9,158.91,1244,106,Glass
30594,2023-03-16 15:26:10.490057,,,158.9,158.91,1143,89,Glass
9154,2023-03-16 15:26:10.490057,158.91,20,,,,,Deal
30595,2023-03-16 15:26:11.456697,,,158.9,158.91,1143,86,Glass
9155,2023-03-16 15:26:11.456697,158.91,3,,,,,Deal
30596,2023-03-16 15:26:12.207150,,,158.9,158.92,1143,941,Glass
9156,2023-03-16 15:26:12.207150,158.91,13,,,,,Deal
30597,2023-03-16 15:26:13.607253,,,158.91,158.92,3,923,Glass
9157,2023-03-16 15:26:13.785226,158.92,5,,,,,Deal
30598,2023-03-16 15:26:14.828220,,,158.92,158.93,431,991,Glass
9158,2023-03-16 15:26:14.828220,158.93,2,,,,,Deal
30599,2023-03-16 15:26:16.030224,,,158.9,158.93,1144,991,Glass
30600,2023-03-16 15:26:16.537981,,,158.91,158.93,8,1190,Glass
9159,2023-03-16 15:26:16.537981,158.93,1,,,,,Deal
30601,2023-03-16 15:26:17.072729,,,158.91,158.93,65,1190,Glass
9160,2023-03-16 15:26:17.590722,158.93,1,,,,,Deal
30602,2023-03-16 15:26:17.590722,,,158.92,158.93,613,1189,Glass
30603,2023-03-16 15:26:18.342833,,,158.91,158.93,36,989,Glass
30604,2023-03-16 15:26:19.383716,,,158.91,158.93,38,191,Glass
30605,2023-03-16 15:26:20.293631,,,158.91,158.93,38,191,Glass
30606,2023-03-16 15:26:20.808992,,,158.92,158.93,10,191,Glass
9161,2023-03-16 15:26:21.075408,158.93,62,,,,,Deal
30607,2023-03-16 15:26:21.582586,,,158.92,158.94,2,1143,Glass
9162,2023-03-16 15:26:21.582586,158.92,10,,,,,Deal
30608,2023-03-16 15:26:22.623712,,,158.9,158.93,1142,700,Glass
9163,2023-03-16 15:26:22.761450,158.93,19,,,,,Deal
30609,2023-03-16 15:26:23.395084,,,158.91,158.93,613,681,Glass
9164,2023-03-16 15:26:23.790325,158.93,10,,,,,Deal
30610,2023-03-16 15:26:24.581738,,,158.91,158.93,613,129,Glass
9165,2023-03-16 15:26:24.581738,158.92,13,,,,,Deal
30611,2023-03-16 15:26:25.996781,,,158.9,158.93,1241,129,Glass
9166,2023-03-16 15:26:27.053324,158.91,1,,,,,Deal
30612,2023-03-16 15:26:27.053324,,,158.9,158.92,1141,672,Glass
30613,2023-03-16 15:26:28.612312,,,158.9,158.91,1241,137,Glass
9167,2023-03-16 15:26:28.801595,158.91,3,,,,,Deal
9168,2023-03-16 15:26:29.406450,158.9,134,,,,,Deal
30614,2023-03-16 15:26:29.406450,,,158.9,158.91,1107,127,Glass
30615,2023-03-16 15:26:31.003201,,,158.9,158.91,1107,599,Glass
9169,2023-03-16 15:26:32.502735,158.91,1,,,,,Deal
30616,2023-03-16 15:26:32.502735,,,158.9,158.91,1107,609,Glass
9170,2023-03-16 15:26:33.280936,158.91,6,,,,,Deal
30617,2023-03-16 15:26:33.280936,,,158.9,158.91,1107,602,Glass
30618,2023-03-16 15:26:34.963039,,,158.9,158.91,962,620,Glass
9171,2023-03-16 15:26:35.337796,158.91,1,,,,,Deal
30619,2023-03-16 15:26:35.485409,,,158.9,158.91,962,594,Glass
30620,2023-03-16 15:26:37.772446,,,158.9,158.91,948,594,Glass
9172,2023-03-16 15:26:37.772446,158.9,14,,,,,Deal
30621,2023-03-16 15:26:38.579608,,,158.9,158.91,610,599,Glass
30622,2023-03-16 15:26:39.378160,,,158.9,158.91,610,570,Glass
9173,2023-03-16 15:26:39.378160,158.91,33,,,,,Deal
30623,2023-03-16 15:26:39.964716,,,158.9,158.91,461,512,Glass
9174,2023-03-16 15:26:39.964716,158.91,58,,,,,Deal
30624,2023-03-16 15:26:40.899497,,,158.9,158.91,461,471,Glass
9175,2023-03-16 15:26:40.992891,158.91,1,,,,,Deal
30625,2023-03-16 15:26:42.183980,,,158.9,158.91,461,417,Glass
9176,2023-03-16 15:26:42.326333,158.91,56,,,,,Deal
30626,2023-03-16 15:26:42.725279,,,158.9,158.91,466,351,Glass
30627,2023-03-16 15:26:43.227069,,,158.9,158.91,466,352,Glass
9177,2023-03-16 15:26:43.684785,158.9,146,,,,,Deal
30628,2023-03-16 15:26:43.798629,,,158.9,158.91,321,508,Glass
9178,2023-03-16 15:26:45.444907,158.91,5,,,,,Deal
